customer_id,date,item,sales,cost,region,payment,stars
145,26/03/2023,Engrapadora,891.24,136.37,Nayarit,Efectivo,4
20,26/03/2023,Sobres,560.8,88.39,Coahuila,Efectivo,3
88,26/03/2023,Calendario de escritorio,570,157.39,Nayarit,Efectivo,4
860,26/03/2023,Lámpara de escritorio,564.31,58.8,Colima,TDC,5
924,26/03/2023,Teclado,947.99,208.04,Ciudad de México,TDC,5
521,26/03/2023,Calendario de escritorio,537.45,132.41,Tlaxcala,TDD,2
487,26/03/2023,Guillotina para papel,591.67,236.83,Querétaro,TDD,2
142,26/03/2023,Cinta adhesiva,488.88,77.03,Estado de México,TDD,4
451,27/03/2023,Papel Bond,769.08,14.05,Ciudad de México,Efectivo,3
125,27/03/2023,Silla de oficina,802.47,83.13,Querétaro,TDC,5
574,27/03/2023,Cuaderno,846.65,185.23,Coahuila,TDC,3
71,27/03/2023,Mouse pad,286.86,95.53,Guanajuato,TDC,4
856,27/03/2023,Organizador de escritorio,828.22,280.86,Estado de México,TDC,5
372,27/03/2023,Limpia pantallas,226.31,140.85,Nayarit,TDC,3
247,27/03/2023,Sobres,716.81,242.79,Morelos,TDD,4
321,27/03/2023,Tijeras,260.02,176.1,Aguascalientes,TDD,5
733,28/03/2023,Sellos,952.42,23.95,Nayarit,Efectivo,2
351,28/03/2023,Perforadora,522.7,48.48,Tlaxcala,Efectivo,4
75,28/03/2023,Escritorio,222.72,258.37,Colima,Efectivo,4
392,28/03/2023,Almohadilla para sellos,603.98,33.34,Coahuila,TDC,5
260,28/03/2023,Mouse,570.35,280.92,Coahuila,TDC,4
46,28/03/2023,Lápices,317.6,254.15,Morelos,TDC,5
782,28/03/2023,Cinta adhesiva,437.49,72.65,Tlaxcala,TDC,4
76,28/03/2023,Mouse pad,679.63,18.05,Querétaro,TDD,5
511,29/03/2023,Calendario de escritorio,962.48,243.41,Estado de México,Efectivo,5
838,29/03/2023,Teclado,203.56,157.67,Guanajuato,Efectivo,3
91,29/03/2023,Tijeras,618.93,155.22,Aguascalientes,TDC,5
905,29/03/2023,Corrector,461.57,217.25,Jalisco,TDC,4
55,29/03/2023,Organizador de escritorio,421.34,228.49,Colima,TDC,5
404,29/03/2023,Perforadora,373.98,253.14,Estado de México,TDC,5
1,29/03/2023,Almohadilla para sellos,815.27,41.48,Jalisco,TDC,4
707,29/03/2023,Cuaderno,951.59,248.09,Hidalgo,TDD,2
821,30/03/2023,Perforadora,538.19,113.59,Puebla,Efectivo,4
842,30/03/2023,Limpia pantallas,654.32,258.27,Tlaxcala,TDC,4
513,30/03/2023,Calendario de escritorio,962.93,9.47,Nuevo León,TDC,3
505,30/03/2023,Clips,610.08,241.9,Puebla,TDC,5
332,30/03/2023,Notas adhesivas,979.92,176.71,Jalisco,TDD,2
628,30/03/2023,Tijeras,428.32,221.91,Querétaro,TDD,5
564,30/03/2023,Clips,537.65,229.8,Durango,TDD,4
895,30/03/2023,Grapas,992.43,163.93,Querétaro,TDD,5
649,31/03/2023,Teclado,384.08,139.53,Coahuila,Efectivo,3
108,31/03/2023,Engrapadora,997.41,73.68,Hidalgo,Efectivo,4
604,31/03/2023,Silla de oficina,555.46,220.61,Guanajuato,Efectivo,5
955,31/03/2023,Perforadora,233.47,214.87,Jalisco,TDC,2
123,31/03/2023,Engrapadora,490.65,257.07,Querétaro,TDC,5
777,31/03/2023,Desinfectante de manos,898.88,188.68,Estado de México,TDC,3
864,31/03/2023,Tóner de impresora,715.14,125.53,Coahuila,TDD,4
899,31/03/2023,Carpeta de archivos,720.34,181.06,Querétaro,TDD,3
63,01/04/2023,Desinfectante de manos,567.77,76.12,Morelos,Efectivo,2
301,01/04/2023,Tóner de impresora,261.34,74.05,Hidalgo,Efectivo,5
670,01/04/2023,Marcadores,911.26,205.72,Baja California,TDC,2
62,01/04/2023,Extensión eléctrica,870.47,111.79,Colima,TDC,3
596,01/04/2023,Mouse pad,738.82,228,Jalisco,TDC,5
804,01/04/2023,Pegamento,384.56,58.21,Tlaxcala,TDC,5
542,01/04/2023,Marcadores,391.97,248.14,Nuevo León,TDD,3
294,01/04/2023,Regleta de enchufes,279.33,201.03,Aguascalientes,TDD,3
181,02/04/2023,Engrapadora,238.27,134.1,Morelos,Efectivo,2
310,02/04/2023,Lámpara de escritorio,623.3,80.54,Puebla,Efectivo,5
780,02/04/2023,Tóner de impresora,951.67,63.59,Puebla,Efectivo,2
933,02/04/2023,Agenda,460.65,194.09,Colima,Efectivo,2
21,02/04/2023,Lápices,665.21,138.46,Morelos,TDC,5
790,02/04/2023,Tijeras,458.86,130.8,Tlaxcala,TDC,5
701,02/04/2023,Pegamento,800.78,146.57,Querétaro,TDC,5
647,02/04/2023,Desinfectante de manos,422.7,91.19,Querétaro,TDC,4
605,03/04/2023,Notas adhesivas,995.59,248.48,Durango,Efectivo,2
710,03/04/2023,Tóner de impresora,541.96,123.61,Baja California,TDC,4
500,03/04/2023,Pegamento,563.98,160.75,Nayarit,TDC,5
940,03/04/2023,Lámpara de escritorio,615.91,89.99,Querétaro,TDC,3
620,03/04/2023,Teclado,290.45,292.82,Querétaro,TDC,5
6,03/04/2023,Webcam,892.16,211.34,Tlaxcala,TDC,5
627,03/04/2023,Bolígrafos,827.08,159.05,Nuevo León,TDD,4
276,03/04/2023,Calendario de escritorio,809.24,174.31,Estado de México,TDD,2
858,04/04/2023,Tóner de impresora,980.12,53.56,Tlaxcala,Efectivo,4
449,04/04/2023,Silla de oficina,883.21,181.37,Colima,Efectivo,5
661,04/04/2023,Guillotina para papel,525.92,161.81,Nuevo León,Efectivo,3
703,04/04/2023,Grapas,523.15,125.49,Jalisco,TDC,3
612,04/04/2023,Papel Bond,557.02,31.77,Guanajuato,TDC,5
538,04/04/2023,Extensión eléctrica,397.21,150.1,Aguascalientes,TDC,2
715,04/04/2023,Calendario de escritorio,387.01,143.89,Nayarit,TDD,5
116,04/04/2023,Almohadilla para sellos,298.86,26.09,Guanajuato,TDD,5
995,05/04/2023,Extensión eléctrica,698.28,152.44,Jalisco,Efectivo,5
950,05/04/2023,Regleta de enchufes,520.53,38.85,Baja California,Efectivo,5
234,05/04/2023,Papel Bond,895.9,42.78,Querétaro,TDC,4
620,05/04/2023,Carpeta de archivos,830,216.68,Tlaxcala,TDC,3
105,05/04/2023,Pegamento,803.35,5.03,Colima,TDC,4
401,05/04/2023,Cinta métrica,636.96,167.13,Baja California,TDC,5
778,05/04/2023,Sobres,667.78,20.97,Estado de México,TDD,4
317,05/04/2023,Lápices,590.42,183.24,Colima,TDD,5
73,06/04/2023,Tóner de impresora,797.97,221.51,Coahuila,Efectivo,5
217,06/04/2023,Silla de oficina,912.23,43.91,Guanajuato,TDC,2
136,06/04/2023,Grapas,397.99,199.39,Colima,TDC,5
716,06/04/2023,Lápices,416.22,124.37,Tlaxcala,TDC,4
666,06/04/2023,Clips,834.35,51.37,Hidalgo,TDD,5
377,06/04/2023,Bolígrafos,456.66,119.08,Querétaro,TDD,5
652,06/04/2023,Regleta de enchufes,300.64,88.45,Querétaro,TDD,4
169,06/04/2023,Notas adhesivas,592.79,133.57,Querétaro,TDD,2
187,07/04/2023,Escritorio,459.05,127.14,Coahuila,Efectivo,5
565,07/04/2023,Grapas,581.69,94.79,Puebla,Efectivo,4
570,07/04/2023,Calendario de escritorio,628.54,154.4,Puebla,TDC,3
694,07/04/2023,Cinta métrica,536.51,8.23,Querétaro,TDC,5
3,07/04/2023,Agenda,853.44,50.63,Morelos,TDC,3
313,07/04/2023,Papelera,705.87,18.45,Colima,TDC,5
688,07/04/2023,Organizador de escritorio,419.09,269.51,Querétaro,TDD,5
668,07/04/2023,Sobres,818.33,157.41,Hidalgo,TDD,5
921,08/04/2023,Grapas,761.65,136.05,Guanajuato,Efectivo,4
909,08/04/2023,Webcam,704.29,94.2,Estado de México,TDC,2
817,08/04/2023,Diccionario,446.2,96.39,Guanajuato,TDC,4
181,08/04/2023,Extensión eléctrica,609.1,44.07,Tlaxcala,TDC,5
731,08/04/2023,Marcadores,903.85,152.47,Puebla,TDD,3
730,08/04/2023,Agenda,497.64,269.46,Colima,TDD,4
66,08/04/2023,Almohadilla para sellos,978.48,56.96,Ciudad de México,TDD,3
515,08/04/2023,Desinfectante de manos,574.68,261.89,Nayarit,TDD,2
202,09/04/2023,Cinta métrica,671.12,124.16,Querétaro,Efectivo,4
298,09/04/2023,Corrector,364.56,150.57,Estado de México,Efectivo,3
166,09/04/2023,Cinta métrica,477.16,216.95,Tlaxcala,Efectivo,5
458,09/04/2023,Lápices,446.76,189.74,Estado de México,TDC,4
316,09/04/2023,Perforadora,358.09,292.55,Ciudad de México,TDC,5
678,09/04/2023,Clips,283.92,85.56,Jalisco,TDC,3
335,09/04/2023,Organizador de escritorio,359.55,156.21,Ciudad de México,TDC,4
531,09/04/2023,Guillotina para papel,906.72,233.99,Ciudad de México,TDC,3
633,10/04/2023,Mouse pad,814.6,176.6,Coahuila,Efectivo,5
813,10/04/2023,Mouse,505.83,147.89,Colima,TDC,2
9,10/04/2023,Webcam,356.59,145.48,Nayarit,TDC,3
938,10/04/2023,Grapas,411.69,288.52,Jalisco,TDC,4
666,10/04/2023,Desinfectante de manos,298.82,216.35,Estado de México,TDC,2
507,10/04/2023,Pegamento,545.38,52.9,Aguascalientes,TDC,3
963,10/04/2023,Extensión eléctrica,764.87,38.72,Nayarit,TDD,3
326,10/04/2023,Engrapadora,969.65,136.92,Querétaro,TDD,4
285,11/04/2023,Silla de oficina,682.25,63.9,Jalisco,Efectivo,5
396,11/04/2023,Sobres,214.49,283.82,Colima,Efectivo,5
155,11/04/2023,Pegamento,583.94,285.44,Estado de México,TDC,4
189,11/04/2023,Grapas,638.33,166.78,Hidalgo,TDC,4
719,11/04/2023,Corrector,456.37,69.91,Colima,TDC,2
977,11/04/2023,Sellos,854.99,83.42,Guanajuato,TDC,3
309,11/04/2023,Corrector,792.37,26.35,Nayarit,TDC,4
964,11/04/2023,Corrector,303.67,153.21,Jalisco,TDC,5
880,12/04/2023,Mouse pad,517.63,40.89,Puebla,Efectivo,2
533,12/04/2023,Notas adhesivas,756.29,215.62,Estado de México,Efectivo,5
402,12/04/2023,Sellos,473.5,111.01,Jalisco,Efectivo,5
728,12/04/2023,Webcam,305.98,18.26,Tlaxcala,TDC,4
480,12/04/2023,Silla de oficina,576.58,56.94,Querétaro,TDD,5
644,12/04/2023,Engrapadora,404.09,222.64,Coahuila,TDD,4
289,12/04/2023,Limpia pantallas,450.34,102.54,Colima,TDD,5
968,12/04/2023,Sobres,405.47,225.62,Coahuila,TDD,5
742,13/04/2023,Tijeras,215.2,135.75,Durango,Efectivo,2
836,13/04/2023,Limpia pantallas,298.87,99.19,Colima,TDC,3
561,13/04/2023,Carpeta de archivos,543.15,266.2,Nuevo León,TDC,5
480,13/04/2023,Webcam,944.9,128.07,Jalisco,TDC,2
229,13/04/2023,Webcam,935.18,265.26,Nayarit,TDC,5
277,13/04/2023,Engrapadora,441.55,122.88,Baja California,TDD,5
441,13/04/2023,Desinfectante de manos,662.97,265.9,Jalisco,TDD,4
404,13/04/2023,Sobres,300.02,126.36,Coahuila,TDD,4
438,14/04/2023,Extensión eléctrica,763.48,170.49,Guanajuato,Efectivo,5
947,14/04/2023,Silla de oficina,982.84,263.72,Ciudad de México,Efectivo,4
498,14/04/2023,Sellos,325.06,167.1,Aguascalientes,TDC,5
267,14/04/2023,Papelera,447.52,22.95,Coahuila,TDC,2
458,14/04/2023,Cinta métrica,952.81,228.36,Coahuila,TDC,5
143,14/04/2023,Clips,281.25,201.29,Aguascalientes,TDC,4
322,14/04/2023,Webcam,995.2,133.81,Hidalgo,TDC,5
975,14/04/2023,Tijeras,324.94,106.41,Ciudad de México,TDD,3
285,15/04/2023,Papelera,579.83,28.26,Ciudad de México,Efectivo,4
971,15/04/2023,Silla de oficina,724.85,204.33,Aguascalientes,Efectivo,5
412,15/04/2023,Carpeta de archivos,818.07,175.46,Ciudad de México,TDC,5
356,15/04/2023,Sobres,952.8,188.21,Hidalgo,TDC,4
560,15/04/2023,Cinta métrica,415.39,163.94,Querétaro,TDC,5
786,15/04/2023,Limpia pantallas,505.93,166.24,Baja California,TDC,5
229,15/04/2023,Papel Bond,811.96,201.8,Jalisco,TDD,5
597,15/04/2023,Engrapadora,923.84,113.55,Hidalgo,TDD,4
115,16/04/2023,Limpia pantallas,677.55,98.82,Jalisco,Efectivo,2
857,16/04/2023,Regleta de enchufes,737.1,65.9,Hidalgo,Efectivo,2
930,16/04/2023,Sobres,473.75,175.92,Nayarit,Efectivo,5
943,16/04/2023,Marcadores,652.85,279.7,Estado de México,TDC,5
789,16/04/2023,Grapas,492.65,32.64,Tlaxcala,TDC,4
162,16/04/2023,Tijeras,513.6,28.88,Nuevo León,TDC,4
827,16/04/2023,Escritorio,677.68,210.32,Coahuila,TDD,2
375,16/04/2023,Diccionario,585.93,108.57,Estado de México,TDD,4
930,17/04/2023,Notas adhesivas,705.15,203.16,Aguascalientes,Efectivo,3
737,17/04/2023,Sellos,516.12,259.23,Tlaxcala,Efectivo,5
7,17/04/2023,Limpia pantallas,370.67,122.71,Hidalgo,TDC,4
248,17/04/2023,Regleta de enchufes,535.25,263.01,Aguascalientes,TDC,4
792,17/04/2023,Bolígrafos,952.74,261.04,Querétaro,TDC,2
836,17/04/2023,Agenda,234.95,153.1,Durango,TDD,3
964,17/04/2023,Sobres,460.19,81.61,Colima,TDD,4
205,17/04/2023,Papel Bond,544.45,110.93,Nayarit,TDD,5
612,18/04/2023,Pegamento,976.53,44.91,Guanajuato,Efectivo,5
390,18/04/2023,Perforadora,579.71,221.18,Ciudad de México,Efectivo,2
768,18/04/2023,Cinta métrica,452.37,88.62,Nayarit,TDC,4
53,18/04/2023,Escritorio,530.18,280.35,Coahuila,TDC,5
897,18/04/2023,Escritorio,607.54,19.85,Ciudad de México,TDC,5
395,18/04/2023,Marcadores,538.23,80.9,Coahuila,TDC,3
14,18/04/2023,Cinta métrica,682.51,249.28,Querétaro,TDD,4
192,18/04/2023,Tijeras,883.27,73.55,Colima,TDD,2
398,19/04/2023,Diccionario,815.41,65.83,Durango,Efectivo,5
878,19/04/2023,Cinta adhesiva,435.69,62.14,Aguascalientes,Efectivo,3
814,19/04/2023,Marcadores,634.78,246.76,Baja California,TDC,3
805,19/04/2023,Mouse,564.12,255.08,Baja California,TDC,5
761,19/04/2023,Mouse,992.95,154.17,Nayarit,TDC,2
247,19/04/2023,Cinta métrica,991.49,244.96,Querétaro,TDC,5
121,19/04/2023,Organizador de escritorio,373.77,183.44,Querétaro,TDC,4
48,19/04/2023,Grapas,687.23,37.66,Coahuila,TDD,4
581,20/04/2023,Bolígrafos,524.48,258.13,Jalisco,Efectivo,2
995,20/04/2023,Guillotina para papel,234.53,181.51,Hidalgo,TDC,3
228,20/04/2023,Carpeta de archivos,528.03,270.44,Puebla,TDC,3
371,20/04/2023,Organizador de escritorio,327.01,23.78,Querétaro,TDC,2
905,20/04/2023,Papelera,992.79,100.55,Querétaro,TDC,2
110,20/04/2023,Corrector,337.16,250.7,Guanajuato,TDC,4
824,20/04/2023,Guillotina para papel,803.92,43.81,Estado de México,TDD,5
481,20/04/2023,Papel Bond,339.2,93.38,Tlaxcala,TDD,2
858,21/04/2023,Engrapadora,865.34,154.06,Nuevo León,Efectivo,5
698,21/04/2023,Cinta adhesiva,315.55,40.15,Querétaro,TDC,4
221,21/04/2023,Escritorio,527,147.66,Baja California,TDC,3
818,21/04/2023,Bolígrafos,396.51,189.45,Guanajuato,TDC,3
645,21/04/2023,Guillotina para papel,544.61,134.91,Durango,TDC,2
529,21/04/2023,Sobres,368.5,55.39,Querétaro,TDC,4
702,21/04/2023,Pegamento,242.34,244.77,Nuevo León,TDC,5
207,21/04/2023,Calendario de escritorio,381,285.92,Coahuila,TDC,4
849,22/04/2023,Calendario de escritorio,256.8,88.59,Puebla,Efectivo,5
270,22/04/2023,Guillotina para papel,886.38,115.23,Nuevo León,Efectivo,3
311,22/04/2023,Guillotina para papel,493.67,293.86,Coahuila,TDC,5
469,22/04/2023,Mouse,850.11,13.64,Puebla,TDC,5
838,22/04/2023,Cinta métrica,538.58,153.28,Querétaro,TDC,5
536,22/04/2023,Lápices,698.35,258.05,Hidalgo,TDC,5
594,22/04/2023,Regleta de enchufes,560.16,133.99,Baja California,TDD,5
36,22/04/2023,Escritorio,785.24,275.19,Querétaro,TDD,3
967,23/04/2023,Webcam,530.7,198.99,Colima,Efectivo,4
570,23/04/2023,Papel Bond,828.82,115.42,Aguascalientes,TDC,2
581,23/04/2023,Corrector,391.71,222.89,Nayarit,TDC,2
953,23/04/2023,Papel Bond,401.46,157.34,Nayarit,TDC,5
959,23/04/2023,Diccionario,556.88,10.44,Morelos,TDD,4
608,23/04/2023,Cinta adhesiva,879.59,291.44,Colima,TDD,5
907,23/04/2023,Lámpara de escritorio,233.79,292.69,Tlaxcala,TDD,2
995,23/04/2023,Limpia pantallas,492.59,73.27,Nuevo León,TDD,5
37,24/04/2023,Marcadores,898.64,76.91,Durango,Efectivo,2
501,24/04/2023,Limpia pantallas,279.92,273.86,Morelos,Efectivo,5
169,24/04/2023,Webcam,409.96,119.27,Jalisco,TDC,3
253,24/04/2023,Cinta métrica,848.83,298.39,Jalisco,TDC,5
199,24/04/2023,Organizador de escritorio,421.21,9.82,Tlaxcala,TDC,2
578,24/04/2023,Agenda,830,122.56,Querétaro,TDC,4
808,24/04/2023,Webcam,239.17,258.43,Hidalgo,TDD,4
171,24/04/2023,Calendario de escritorio,678.97,234.01,Coahuila,TDD,5
334,25/04/2023,Calendario de escritorio,788.57,99.91,Puebla,TDC,5
943,25/04/2023,Limpia pantallas,634.9,95.37,Querétaro,TDC,3
199,25/04/2023,Mouse pad,508.28,183.3,Querétaro,TDC,5
952,25/04/2023,Carpeta de archivos,252.65,113.65,Ciudad de México,TDC,5
544,25/04/2023,Papelera,888.6,79.89,Aguascalientes,TDC,5
457,25/04/2023,Regleta de enchufes,869.07,261.75,Querétaro,TDC,3
216,25/04/2023,Notas adhesivas,897.1,135.09,Coahuila,TDD,4
184,25/04/2023,Cinta métrica,797.13,142.9,Hidalgo,TDD,3
974,26/04/2023,Organizador de escritorio,892.75,165.06,Jalisco,Efectivo,5
135,26/04/2023,Engrapadora,545.15,162.85,Durango,Efectivo,5
470,26/04/2023,Clips,558.86,72.55,Guanajuato,TDC,2
980,26/04/2023,Cinta métrica,410.79,283.35,Nuevo León,TDC,4
629,26/04/2023,Desinfectante de manos,726.89,191.08,Querétaro,TDC,4
917,26/04/2023,Almohadilla para sellos,712.07,120.99,Nayarit,TDD,5
974,26/04/2023,Perforadora,443.6,196.84,Guanajuato,TDD,5
340,26/04/2023,Papel Bond,877.95,117.87,Estado de México,TDD,2
319,27/04/2023,Tóner de impresora,571.55,206.07,Morelos,TDC,5
248,27/04/2023,Notas adhesivas,229.72,32.28,Guanajuato,TDC,4
968,27/04/2023,Clips,806.54,202.24,Estado de México,TDC,5
50,27/04/2023,Sellos,558.8,221.41,Aguascalientes,TDC,3
26,27/04/2023,Marcadores,227.05,264.87,Durango,TDC,2
526,27/04/2023,Marcadores,488.06,113.7,Baja California,TDC,5
686,27/04/2023,Pegamento,459.85,229.75,Querétaro,TDC,5
837,27/04/2023,Engrapadora,281.5,18.28,Querétaro,TDD,3
802,28/04/2023,Sobres,909.29,200.79,Tlaxcala,Efectivo,5
849,28/04/2023,Sellos,291.91,106.89,Nayarit,Efectivo,5
656,28/04/2023,Cinta métrica,536.94,6.34,Puebla,TDC,2
582,28/04/2023,Pegamento,311.96,59.29,Baja California,TDC,2
993,28/04/2023,Lámpara de escritorio,698.84,28.35,Guanajuato,TDC,5
120,28/04/2023,Guillotina para papel,364.43,31.39,Morelos,TDC,5
316,28/04/2023,Perforadora,297.53,287.87,Morelos,TDD,2
516,28/04/2023,Clips,399.17,89.65,Jalisco,TDD,5
308,29/04/2023,Mouse pad,585.78,111.97,Puebla,TDC,3
548,29/04/2023,Bolígrafos,862.18,11.56,Guanajuato,TDC,5
692,29/04/2023,Regleta de enchufes,434.12,77.93,Ciudad de México,TDC,3
448,29/04/2023,Cinta adhesiva,272.18,49.98,Morelos,TDC,4
586,29/04/2023,Mouse pad,209.71,127.96,Querétaro,TDC,3
482,29/04/2023,Grapas,210.74,299.33,Querétaro,TDC,2
726,29/04/2023,Organizador de escritorio,685.16,69.18,Hidalgo,TDD,2
715,29/04/2023,Grapas,589.44,227.47,Nayarit,TDD,5
345,30/04/2023,Carpeta de archivos,851.94,32.39,Morelos,Efectivo,4
770,30/04/2023,Organizador de escritorio,553.47,99.58,Tlaxcala,Efectivo,4
31,30/04/2023,Papelera,439.41,142.06,Guanajuato,TDC,4
474,30/04/2023,Teclado,927.5,152.61,Nuevo León,TDC,5
993,30/04/2023,Regleta de enchufes,922.32,11.06,Coahuila,TDC,5
782,30/04/2023,Almohadilla para sellos,680.17,95.59,Puebla,TDC,5
361,30/04/2023,Tijeras,870.09,6.22,Puebla,TDC,2
511,30/04/2023,Tóner de impresora,800.67,61.14,Querétaro,TDD,3
478,01/05/2023,Lámpara de escritorio,315.8,145.84,Estado de México,TDC,2
351,01/05/2023,Carpeta de archivos,750.47,5.26,Estado de México,TDC,5
80,01/05/2023,Perforadora,674.12,131.49,Jalisco,TDC,5
691,01/05/2023,Cuaderno,938.12,264.74,Querétaro,TDC,4
410,01/05/2023,Mouse,624.05,6.38,Tlaxcala,TDC,5
500,01/05/2023,Diccionario,358.62,199.49,Jalisco,TDD,5
67,01/05/2023,Lápices,513.43,229.95,Baja California,TDD,3
909,01/05/2023,Mouse,967.88,23.59,Guanajuato,TDD,5
82,02/05/2023,Webcam,750.2,46.25,Puebla,Efectivo,2
639,02/05/2023,Guillotina para papel,905.05,69.65,Querétaro,Efectivo,5
205,02/05/2023,Cinta adhesiva,538.47,46.84,Baja California,Efectivo,3
320,02/05/2023,Engrapadora,849.86,177.26,Baja California,TDD,3
867,02/05/2023,Bolígrafos,484,58.64,Tlaxcala,TDD,5
298,02/05/2023,Tóner de impresora,209.51,225.29,Morelos,TDD,3
379,02/05/2023,Limpia pantallas,970.89,58.41,Aguascalientes,TDD,2
763,02/05/2023,Carpeta de archivos,233.35,82.28,Colima,TDD,3
489,03/05/2023,Clips,619.68,107.06,Querétaro,TDC,4
266,03/05/2023,Carpeta de archivos,520.42,291.43,Querétaro,TDC,5
550,03/05/2023,Mouse,712.43,256.21,Baja California,TDC,5
374,03/05/2023,Diccionario,332.61,297.31,Morelos,TDC,5
323,03/05/2023,Engrapadora,770.66,208.78,Jalisco,TDC,5
92,03/05/2023,Bolígrafos,884.72,54.83,Aguascalientes,TDD,4
765,03/05/2023,Carpeta de archivos,564.48,237.81,Tlaxcala,TDD,5
600,03/05/2023,Webcam,583.61,168.53,Puebla,TDD,2
449,04/05/2023,Regleta de enchufes,588.52,292.99,Guanajuato,Efectivo,5
348,04/05/2023,Organizador de escritorio,793.99,73.39,Hidalgo,TDC,5
68,04/05/2023,Marcadores,842.57,227.37,Querétaro,TDC,5
636,04/05/2023,Perforadora,453.92,213.54,Durango,TDC,4
524,04/05/2023,Bolígrafos,479.74,99.37,Colima,TDC,2
827,04/05/2023,Desinfectante de manos,846.9,117.31,Tlaxcala,TDC,2
694,04/05/2023,Corrector,320.99,236.19,Jalisco,TDD,5
778,04/05/2023,Papelera,928.12,54.9,Ciudad de México,TDD,5
172,05/05/2023,Clips,920.32,61.41,Baja California,Efectivo,5
561,05/05/2023,Mouse pad,281.98,32.55,Estado de México,Efectivo,3
178,05/05/2023,Corrector,723.42,142.81,Guanajuato,Efectivo,3
982,05/05/2023,Mouse pad,393.67,226.01,Hidalgo,TDC,5
125,05/05/2023,Lámpara de escritorio,242.22,86.11,Aguascalientes,TDC,2
219,05/05/2023,Mouse pad,624.91,228.86,Querétaro,TDC,5
910,05/05/2023,Tóner de impresora,872.87,19.25,Puebla,TDC,4
463,05/05/2023,Cinta métrica,782.44,143.06,Jalisco,TDD,5
530,06/05/2023,Limpia pantallas,224.2,221.58,Estado de México,Efectivo,2
880,06/05/2023,Escritorio,780.13,128.9,Querétaro,Efectivo,2
699,06/05/2023,Agenda,247.64,18,Jalisco,Efectivo,2
830,06/05/2023,Silla de oficina,757.51,143.3,Aguascalientes,TDC,5
517,06/05/2023,Pegamento,535.37,204.46,Baja California,TDC,5
476,06/05/2023,Desinfectante de manos,310.73,117.63,Coahuila,TDC,4
604,06/05/2023,Teclado,427.55,13.78,Nuevo León,TDD,3
708,06/05/2023,Guillotina para papel,993.08,146.62,Coahuila,TDD,2
190,07/05/2023,Sellos,609.58,67.45,Nayarit,TDC,2
283,07/05/2023,Cinta métrica,282.96,206.27,Nuevo León,TDC,2
691,07/05/2023,Grapas,693.07,71.22,Jalisco,TDC,5
152,07/05/2023,Engrapadora,613.07,171.77,Puebla,TDC,3
443,07/05/2023,Organizador de escritorio,307.59,144.45,Estado de México,TDC,5
745,07/05/2023,Teclado,619.76,170.95,Hidalgo,TDD,5
819,07/05/2023,Mouse pad,852.94,152.68,Ciudad de México,TDD,5
602,07/05/2023,Marcadores,253.49,153.76,Colima,TDD,3
183,08/05/2023,Papel Bond,627.25,192.73,Estado de México,TDC,3
407,08/05/2023,Perforadora,841.88,171.04,Jalisco,TDC,3
283,08/05/2023,Pegamento,395.75,36.53,Nuevo León,TDC,5
686,08/05/2023,Webcam,904.93,95.23,Coahuila,TDC,2
706,08/05/2023,Organizador de escritorio,241.8,21.47,Nayarit,TDC,3
712,08/05/2023,Limpia pantallas,870.35,48.89,Querétaro,TDC,5
330,08/05/2023,Desinfectante de manos,400.4,148.66,Estado de México,TDD,4
195,08/05/2023,Diccionario,637.74,96.76,Coahuila,TDD,4
174,09/05/2023,Escritorio,244.31,296.33,Tlaxcala,TDC,3
545,09/05/2023,Desinfectante de manos,949.29,97.14,Durango,TDC,4
229,09/05/2023,Sellos,321.6,164.23,Nayarit,TDC,3
364,09/05/2023,Carpeta de archivos,291.45,276.65,Querétaro,TDC,4
132,09/05/2023,Notas adhesivas,388.47,116.48,Jalisco,TDC,4
602,09/05/2023,Sobres,723.46,106.19,Puebla,TDC,4
60,09/05/2023,Perforadora,869.07,142.43,Puebla,TDD,4
807,09/05/2023,Desinfectante de manos,560.92,155.45,Puebla,TDD,5
853,10/05/2023,Cuaderno,871.34,200.05,Guanajuato,Efectivo,3
803,10/05/2023,Mouse,414.72,209.61,Baja California,Efectivo,4
556,10/05/2023,Sobres,616.66,94.58,Colima,Efectivo,5
462,10/05/2023,Engrapadora,951.65,146.71,Aguascalientes,Efectivo,5
776,10/05/2023,Notas adhesivas,717.84,200.87,Coahuila,TDC,5
273,10/05/2023,Mouse,828.31,81.08,Tlaxcala,TDC,3
184,10/05/2023,Tóner de impresora,442.46,218.73,Durango,TDD,5
318,10/05/2023,Organizador de escritorio,795.46,112.86,Querétaro,TDD,5
266,11/05/2023,Cinta adhesiva,482.3,68.62,Jalisco,Efectivo,5
9,11/05/2023,Mouse pad,310.02,158.49,Querétaro,TDC,2
969,11/05/2023,Engrapadora,465.27,21.38,Estado de México,TDC,5
454,11/05/2023,Tijeras,594.98,217.09,Morelos,TDC,2
560,11/05/2023,Agenda,641.67,249.02,Puebla,TDC,4
930,11/05/2023,Agenda,593.84,127.63,Tlaxcala,TDC,4
593,11/05/2023,Lápices,294.07,210.04,Aguascalientes,TDD,5
515,11/05/2023,Calendario de escritorio,846.38,192.45,Jalisco,TDD,2
445,12/05/2023,Organizador de escritorio,259.96,208.73,Guanajuato,Efectivo,4
425,12/05/2023,Regleta de enchufes,262.89,206.94,Nuevo León,Efectivo,4
316,12/05/2023,Papelera,221.49,192.09,Querétaro,Efectivo,4
